tweet,sentiment,followers,following,id,topic
Interesting article. #Read #Info #Apple 61,neutral,452,1463,1231,Apple
I hate this bug! #Broken #FixIt #Crypto 898,angry,113,425,1232,Crypto
Just checking in. #Update #News #Apple 703,neutral,292,692,1233,Apple
I am worried about the future. #Uncertainty #Risk #Samsung 737,fear,34,1063,1234,Samsung
What do you think? #Question #Poll #Samsung 577,neutral,477,320,1235,Samsung
Unacceptable behavior. #Boycott #Mad #Tesla 327,angry,45,3559,1236,Tesla
Interesting article. #Read #Info #Politics 476,neutral,538,1195,1237,Politics
This feature is a game changer. #Innovation #Future #Tesla 139,happy,1503,501,1238,Tesla
I hate this bug! #Broken #FixIt #Apple 995,angry,970,125,1239,Apple
Just checking in. #Update #News #Crypto 67,neutral,625,1618,1240,Crypto
Best purchase ever. #Recommended #LoveIt #Samsung 550,angry,8,1546,1241,Samsung
Best purchase ever. #Recommended #LoveIt #Crypto 899,happy,128,1582,1242,Crypto
I love this update! #Amazing #Tech #Politics 262,happy,1316,302,1243,Politics
I am worried about the future. #Uncertainty #Risk #Apple 240,fear,1058,550,1244,Apple
I love this update! #Amazing #Tech #Apple 859,happy,13,2679,1245,Apple
Market is crashing! #Panic #Crash #Climate 375,fear,1358,1541,1246,Climate
Market is crashing! #Panic #Crash #Politics 884,angry,28,1466,1247,Politics
Interesting article. #Read #Info #Climate 855,neutral,244,1729,1248,Climate
Is my data safe? #Privacy #Hack #Climate 530,angry,22,2806,1249,Climate
This feature is a game changer. #Innovation #Future #Samsung 293,happy,805,1274,1250,Samsung
Interesting article. #Read #Info #Samsung 114,neutral,1060,478,1251,Samsung
This feature is a game changer. #Innovation #Future #Climate 696,happy,535,1542,1252,Climate
Link in bio. #Link #Profile #Apple 188,neutral,1832,450,1253,Apple
I hate this bug! #Broken #FixIt #Crypto 929,angry,1985,245,1254,Crypto
Just checking in. #Update #News #Samsung 196,neutral,796,1593,1255,Samsung
What do you think? #Question #Poll #Crypto 345,neutral,1802,279,1256,Crypto
Link in bio. #Link #Profile #Climate 529,neutral,1090,1755,1257,Climate
Link in bio. #Link #Profile #Samsung 30,angry,3,4108,1258,Samsung
Unacceptable behavior. #Boycott #Mad #Climate 816,angry,1582,1127,1259,Climate
Just checking in. #Update #News #Politics 173,neutral,461,1313,1260,Politics
Worst experience ever. #Scam #Refund #Politics 653,angry,1283,734,1261,Politics
Finally some good news! #Winning #Happy #Samsung 671,happy,501,783,1262,Samsung
Unacceptable behavior. #Boycott #Mad #Politics 945,angry,255,941,1263,Politics
Finally some good news! #Winning #Happy #Samsung 583,angry,7,3726,1264,Samsung
Link in bio. #Link #Profile #Tesla 642,neutral,6,4012,1265,Tesla
Worst experience ever. #Scam #Refund #Climate 845,angry,18,4551,1266,Climate
Worst experience ever. #Scam #Refund #Tesla 702,angry,8,2727,1267,Tesla
I love this update! #Amazing #Tech #Politics 561,angry,17,1415,1268,Politics
What do you think? #Question #Poll #Crypto 58,angry,48,2969,1269,Crypto
This is terrible service. #Fail #Angry #Climate 915,angry,23,3047,1270,Climate
Link in bio. #Link #Profile #Climate 228,neutral,347,1116,1271,Climate
I hate this bug! #Broken #FixIt #Apple 690,angry,19,1012,1272,Apple
Interesting article. #Read #Info #Samsung 586,neutral,635,1398,1273,Samsung
Market is crashing! #Panic #Crash #Tesla 297,fear,1825,180,1274,Tesla
This feature is a game changer. #Innovation #Future #Politics 308,happy,662,1079,1275,Politics
Market is crashing! #Panic #Crash #Politics 399,fear,1772,534,1276,Politics
I am worried about the future. #Uncertainty #Risk #Samsung 172,fear,1586,536,1277,Samsung
This is terrible service. #Fail #Angry #Apple 299,angry,599,1162,1278,Apple
Finally some good news! #Winning #Happy #Climate 16,happy,364,1631,1279,Climate
This feature is a game changer. #Innovation #Future #Apple 585,happy,1313,1693,1280,Apple
Worst experience ever. #Scam #Refund #Climate 842,angry,1722,587,1281,Climate
Is my data safe? #Privacy #Hack #Tesla 332,fear,370,1568,1282,Tesla
I am worried about the future. #Uncertainty #Risk #Apple 337,angry,27,3559,1283,Apple
I am worried about the future. #Uncertainty #Risk #Tesla 348,fear,1782,1691,1284,Tesla
This is terrible service. #Fail #Angry #Apple 463,angry,13,4887,1285,Apple
Worst experience ever. #Scam #Refund #Politics 789,angry,1920,211,1286,Politics
Best purchase ever. #Recommended #LoveIt #Tesla 339,happy,45,1023,1287,Tesla
Market is crashing! #Panic #Crash #Apple 89,fear,375,248,1288,Apple
This feature is a game changer. #Innovation #Future #Samsung 544,angry,21,2536,1289,Samsung
Unacceptable behavior. #Boycott #Mad #Apple 280,angry,654,1457,1290,Apple
I love this update! #Amazing #Tech #Apple 205,angry,0,4334,1291,Apple
Worst experience ever. #Scam #Refund #Politics 161,angry,1940,612,1292,Politics
Worst experience ever. #Scam #Refund #Apple 303,angry,1714,1136,1293,Apple
Link in bio. #Link #Profile #Samsung 647,neutral,856,671,1294,Samsung
Interesting article. #Read #Info #Apple 430,neutral,282,844,1295,Apple
I love this update! #Amazing #Tech #Samsung 803,happy,357,1411,1296,Samsung
Finally some good news! #Winning #Happy #Climate 28,happy,1092,1350,1297,Climate
Link in bio. #Link #Profile #Tesla 71,neutral,1539,1525,1298,Tesla
Is my data safe? #Privacy #Hack #Climate 498,fear,1792,1276,1299,Climate
Market is crashing! #Panic #Crash #Crypto 110,fear,1869,815,1300,Crypto
This is terrible service. #Fail #Angry #Samsung 95,angry,1047,575,1301,Samsung
This feature is a game changer. #Innovation #Future #Politics 326,happy,18,3879,1302,Politics
I hate this bug! #Broken #FixIt #Politics 587,angry,642,1417,1303,Politics
This feature is a game changer. #Innovation #Future #Samsung 121,happy,824,840,1304,Samsung
Market is crashing! #Panic #Crash #Politics 573,fear,19,4829,1305,Politics
I am worried about the future. #Uncertainty #Risk #Samsung 151,fear,1021,567,1306,Samsung
This is terrible service. #Fail #Angry #Climate 50,angry,294,1214,1307,Climate
This is terrible service. #Fail #Angry #Apple 203,angry,1252,214,1308,Apple
Unacceptable behavior. #Boycott #Mad #Climate 528,angry,1648,1817,1309,Climate
Best purchase ever. #Recommended #LoveIt #Crypto 286,happy,454,717,1310,Crypto
Is my data safe? #Privacy #Hack #Politics 292,fear,407,1187,1311,Politics
What do you think? #Question #Poll #Climate 894,neutral,649,1037,1312,Climate
Unacceptable behavior. #Boycott #Mad #Crypto 612,angry,1417,1910,1313,Crypto
Market is crashing! #Panic #Crash #Apple 447,fear,1664,622,1314,Apple
I hate this bug! #Broken #FixIt #Tesla 186,angry,1442,1800,1315,Tesla
Worst experience ever. #Scam #Refund #Tesla 511,angry,406,274,1316,Tesla
Finally some good news! #Winning #Happy #Politics 698,happy,339,1748,1317,Politics
Worst experience ever. #Scam #Refund #Samsung 783,angry,451,925,1318,Samsung
Interesting article. #Read #Info #Samsung 114,neutral,1046,1805,1319,Samsung
Just checking in. #Update #News #Climate 662,neutral,573,1945,1320,Climate
Scary news coming out. #Fear #Alert #Climate 211,fear,287,235,1321,Climate
Link in bio. #Link #Profile #Tesla 511,neutral,767,1354,1322,Tesla
This is terrible service. #Fail #Angry #Crypto 960,angry,165,270,1323,Crypto
Finally some good news! #Winning #Happy #Politics 621,angry,47,1186,1324,Politics
This feature is a game changer. #Innovation #Future #Tesla 333,angry,6,2309,1325,Tesla
Market is crashing! #Panic #Crash #Politics 474,angry,45,3356,1326,Politics
This feature is a game changer. #Innovation #Future #Apple 337,happy,793,128,1327,Apple
Link in bio. #Link #Profile #Tesla 991,neutral,17,1106,1328,Tesla
Link in bio. #Link #Profile #Tesla 935,neutral,102,1524,1329,Tesla
Scary news coming out. #Fear #Alert #Politics 429,fear,247,227,1330,Politics
Market is crashing! #Panic #Crash #Politics 90,angry,3,2242,1331,Politics
Unacceptable behavior. #Boycott #Mad #Tesla 96,angry,1799,1221,1332,Tesla
Finally some good news! #Winning #Happy #Crypto 748,happy,178,830,1333,Crypto
Just checking in. #Update #News #Politics 215,neutral,3,2864,1334,Politics
Market is crashing! #Panic #Crash #Tesla 914,angry,34,2465,1335,Tesla
This feature is a game changer. #Innovation #Future #Apple 559,happy,37,4661,1336,Apple
Just checking in. #Update #News #Apple 547,neutral,1272,100,1337,Apple
Is my data safe? #Privacy #Hack #Crypto 84,fear,1595,1316,1338,Crypto
Worst experience ever. #Scam #Refund #Tesla 790,angry,1585,1863,1339,Tesla
I hate this bug! #Broken #FixIt #Samsung 974,angry,1656,762,1340,Samsung
Market is crashing! #Panic #Crash #Crypto 812,fear,15,3442,1341,Crypto
Market is crashing! #Panic #Crash #Apple 928,fear,903,462,1342,Apple
Finally some good news! #Winning #Happy #Crypto 744,happy,5,2719,1343,Crypto
Unacceptable behavior. #Boycott #Mad #Climate 445,angry,42,1838,1344,Climate
Just checking in. #Update #News #Apple 414,angry,26,3727,1345,Apple
Unacceptable behavior. #Boycott #Mad #Apple 884,angry,1644,513,1346,Apple
This is terrible service. #Fail #Angry #Politics 256,angry,892,868,1347,Politics
I love this update! #Amazing #Tech #Apple 483,happy,1759,1361,1348,Apple
Is my data safe? #Privacy #Hack #Apple 874,angry,31,4639,1349,Apple
Is my data safe? #Privacy #Hack #Politics 479,angry,35,4713,1350,Politics
Unacceptable behavior. #Boycott #Mad #Crypto 753,angry,566,793,1351,Crypto
Worst experience ever. #Scam #Refund #Apple 991,angry,41,1671,1352,Apple
Worst experience ever. #Scam #Refund #Apple 672,angry,1861,1346,1353,Apple
Link in bio. #Link #Profile #Apple 673,neutral,1141,1773,1354,Apple
I hate this bug! #Broken #FixIt #Samsung 534,angry,29,3581,1355,Samsung
Finally some good news! #Winning #Happy #Politics 147,happy,1266,791,1356,Politics
Scary news coming out. #Fear #Alert #Politics 658,fear,185,618,1357,Politics
Just checking in. #Update #News #Climate 622,neutral,952,587,1358,Climate
Finally some good news! #Winning #Happy #Apple 116,happy,422,792,1359,Apple
Finally some good news! #Winning #Happy #Samsung 608,happy,443,1549,1360,Samsung
Scary news coming out. #Fear #Alert #Crypto 272,angry,12,2300,1361,Crypto
Worst experience ever. #Scam #Refund #Apple 356,angry,1043,920,1362,Apple
Is my data safe? #Privacy #Hack #Crypto 805,fear,359,570,1363,Crypto
Is my data safe? #Privacy #Hack #Crypto 469,fear,9,3490,1364,Crypto
Market is crashing! #Panic #Crash #Samsung 704,fear,1897,448,1365,Samsung
Just checking in. #Update #News #Crypto 59,neutral,1821,1989,1366,Crypto
This feature is a game changer. #Innovation #Future #Apple 686,happy,917,1098,1367,Apple
Just checking in. #Update #News #Climate 878,neutral,1389,575,1368,Climate
I am worried about the future. #Uncertainty #Risk #Apple 3,fear,0,1155,1369,Apple
Unacceptable behavior. #Boycott #Mad #Apple 760,angry,1079,1861,1370,Apple
I hate this bug! #Broken #FixIt #Politics 718,angry,23,1348,1371,Politics
Market is crashing! #Panic #Crash #Climate 606,fear,470,1794,1372,Climate
Worst experience ever. #Scam #Refund #Crypto 80,angry,10,1057,1373,Crypto
I am worried about the future. #Uncertainty #Risk #Apple 637,fear,1984,333,1374,Apple
This feature is a game changer. #Innovation #Future #Tesla 334,happy,489,1689,1375,Tesla
This is terrible service. #Fail #Angry #Crypto 47,angry,33,1428,1376,Crypto
Link in bio. #Link #Profile #Samsung 182,neutral,1336,1584,1377,Samsung
This is terrible service. #Fail #Angry #Apple 842,angry,2,2591,1378,Apple
Scary news coming out. #Fear #Alert #Crypto 200,fear,1887,322,1379,Crypto
I am worried about the future. #Uncertainty #Risk #Samsung 28,fear,1712,1560,1380,Samsung
I love this update! #Amazing #Tech #Climate 93,happy,1455,781,1381,Climate
Just checking in. #Update #News #Samsung 185,angry,44,1459,1382,Samsung
Link in bio. #Link #Profile #Politics 477,neutral,427,1620,1383,Politics
This feature is a game changer. #Innovation #Future #Politics 414,happy,849,1337,1384,Politics
I love this update! #Amazing #Tech #Tesla 782,happy,759,1724,1385,Tesla
Interesting article. #Read #Info #Crypto 677,neutral,404,639,1386,Crypto
Best purchase ever. #Recommended #LoveIt #Samsung 940,happy,1394,1991,1387,Samsung
Finally some good news! #Winning #Happy #Crypto 534,happy,338,892,1388,Crypto
I hate this bug! #Broken #FixIt #Samsung 16,angry,24,2855,1389,Samsung
I hate this bug! #Broken #FixIt #Crypto 17,angry,1328,529,1390,Crypto
Interesting article. #Read #Info #Crypto 738,neutral,1289,213,1391,Crypto
What do you think? #Question #Poll #Climate 699,angry,32,3751,1392,Climate
Link in bio. #Link #Profile #Climate 262,angry,12,1085,1393,Climate
Market is crashing! #Panic #Crash #Politics 354,fear,1334,357,1394,Politics
Best purchase ever. #Recommended #LoveIt #Crypto 879,happy,918,638,1395,Crypto
Link in bio. #Link #Profile #Samsung 866,neutral,41,2351,1396,Samsung
Finally some good news! #Winning #Happy #Tesla 595,happy,742,806,1397,Tesla
Interesting article. #Read #Info #Samsung 342,neutral,1536,206,1398,Samsung
What do you think? #Question #Poll #Apple 446,angry,30,4649,1399,Apple
Worst experience ever. #Scam #Refund #Tesla 496,angry,459,1400,1400,Tesla
Worst experience ever. #Scam #Refund #Politics 157,angry,39,2897,1401,Politics
Finally some good news! #Winning #Happy #Climate 990,happy,868,181,1402,Climate
Just checking in. #Update #News #Crypto 123,angry,0,2701,1403,Crypto
This is terrible service. #Fail #Angry #Politics 590,angry,375,1032,1404,Politics
Scary news coming out. #Fear #Alert #Apple 659,angry,10,3530,1405,Apple
Finally some good news! #Winning #Happy #Samsung 130,happy,1313,415,1406,Samsung
Link in bio. #Link #Profile #Tesla 298,neutral,1678,862,1407,Tesla
I hate this bug! #Broken #FixIt #Apple 668,angry,1202,1222,1408,Apple
Is my data safe? #Privacy #Hack #Apple 750,fear,1,4348,1409,Apple
I love this update! #Amazing #Tech #Tesla 763,happy,845,367,1410,Tesla
I am worried about the future. #Uncertainty #Risk #Climate 882,fear,28,2306,1411,Climate
Unacceptable behavior. #Boycott #Mad #Politics 96,angry,1852,408,1412,Politics
I love this update! #Amazing #Tech #Tesla 899,happy,334,1799,1413,Tesla
This is terrible service. #Fail #Angry #Apple 561,angry,40,2108,1414,Apple
Best purchase ever. #Recommended #LoveIt #Politics 871,happy,903,1462,1415,Politics
Finally some good news! #Winning #Happy #Samsung 952,happy,678,462,1416,Samsung
Interesting article. #Read #Info #Tesla 42,neutral,766,1342,1417,Tesla
Market is crashing! #Panic #Crash #Apple 272,fear,1411,736,1418,Apple
This feature is a game changer. #Innovation #Future #Tesla 594,happy,1942,721,1419,Tesla
Market is crashing! #Panic #Crash #Climate 89,fear,740,529,1420,Climate
Scary news coming out. #Fear #Alert #Climate 137,fear,1569,879,1421,Climate
Interesting article. #Read #Info #Tesla 340,neutral,2,1304,1422,Tesla
Scary news coming out. #Fear #Alert #Crypto 116,fear,1230,857,1423,Crypto
Is my data safe? #Privacy #Hack #Samsung 950,fear,31,3375,1424,Samsung
Link in bio. #Link #Profile #Samsung 644,neutral,1178,471,1425,Samsung
Market is crashing! #Panic #Crash #Climate 777,fear,1379,1206,1426,Climate
What do you think? #Question #Poll #Politics 847,neutral,1,4391,1427,Politics
I hate this bug! #Broken #FixIt #Apple 461,angry,988,330,1428,Apple
What do you think? #Question #Poll #Politics 159,neutral,960,795,1429,Politics
I love this update! #Amazing #Tech #Tesla 245,happy,1736,1750,1430,Tesla
This is terrible service. #Fail #Angry #Crypto 510,angry,861,1439,1431,Crypto
This is terrible service. #Fail #Angry #Crypto 651,angry,47,4352,1432,Crypto
Unacceptable behavior. #Boycott #Mad #Samsung 650,angry,1598,1077,1433,Samsung
Is my data safe? #Privacy #Hack #Politics 897,fear,11,4084,1434,Politics
Just checking in. #Update #News #Crypto 696,neutral,750,952,1435,Crypto
Interesting article. #Read #Info #Climate 513,neutral,1945,1753,1436,Climate
What do you think? #Question #Poll #Climate 228,neutral,156,1069,1437,Climate
This feature is a game changer. #Innovation #Future #Samsung 64,happy,326,266,1438,Samsung
Unacceptable behavior. #Boycott #Mad #Apple 556,angry,41,2140,1439,Apple
Best purchase ever. #Recommended #LoveIt #Climate 769,angry,16,2572,1440,Climate
Best purchase ever. #Recommended #LoveIt #Samsung 818,angry,32,4422,1441,Samsung
Unacceptable behavior. #Boycott #Mad #Samsung 930,angry,1051,1457,1442,Samsung
This is terrible service. #Fail #Angry #Crypto 638,angry,378,1873,1443,Crypto
Is my data safe? #Privacy #Hack #Apple 25,fear,1468,683,1444,Apple
Worst experience ever. #Scam #Refund #Apple 879,angry,1476,1035,1445,Apple
Scary news coming out. #Fear #Alert #Samsung 195,fear,1830,695,1446,Samsung
I am worried about the future. #Uncertainty #Risk #Tesla 891,fear,1194,310,1447,Tesla
Unacceptable behavior. #Boycott #Mad #Politics 943,angry,1342,1963,1448,Politics
Just checking in. #Update #News #Tesla 542,neutral,1437,988,1449,Tesla
Just checking in. #Update #News #Tesla 171,neutral,1190,526,1450,Tesla
I am worried about the future. #Uncertainty #Risk #Politics 841,angry,24,4595,1451,Politics
I hate this bug! #Broken #FixIt #Tesla 881,angry,867,470,1452,Tesla
Unacceptable behavior. #Boycott #Mad #Politics 399,angry,10,3517,1453,Politics
Is my data safe? #Privacy #Hack #Samsung 935,fear,851,717,1454,Samsung
I love this update! #Amazing #Tech #Climate 390,angry,25,4462,1455,Climate
Link in bio. #Link #Profile #Apple 464,neutral,1378,146,1456,Apple
I love this update! #Amazing #Tech #Crypto 365,happy,1068,1003,1457,Crypto
I love this update! #Amazing #Tech #Crypto 592,happy,12,4486,1458,Crypto
I hate this bug! #Broken #FixIt #Crypto 446,angry,1140,602,1459,Crypto
Link in bio. #Link #Profile #Samsung 344,angry,11,1573,1460,Samsung
Finally some good news! #Winning #Happy #Samsung 814,happy,12,4743,1461,Samsung
Unacceptable behavior. #Boycott #Mad #Apple 906,angry,1522,595,1462,Apple
Market is crashing! #Panic #Crash #Apple 14,fear,291,761,1463,Apple
This feature is a game changer. #Innovation #Future #Samsung 541,happy,307,1126,1464,Samsung
Best purchase ever. #Recommended #LoveIt #Politics 463,angry,45,2806,1465,Politics
Just checking in. #Update #News #Samsung 924,neutral,1062,594,1466,Samsung
Scary news coming out. #Fear #Alert #Apple 353,fear,589,591,1467,Apple
Market is crashing! #Panic #Crash #Climate 429,fear,750,1621,1468,Climate
Finally some good news! #Winning #Happy #Samsung 336,happy,458,1138,1469,Samsung
Interesting article. #Read #Info #Tesla 155,neutral,32,4033,1470,Tesla
Just checking in. #Update #News #Climate 122,neutral,1372,1661,1471,Climate
This is terrible service. #Fail #Angry #Samsung 102,angry,0,2880,1472,Samsung
Worst experience ever. #Scam #Refund #Samsung 751,angry,23,1868,1473,Samsung
This feature is a game changer. #Innovation #Future #Apple 109,happy,691,601,1474,Apple
I hate this bug! #Broken #FixIt #Climate 220,angry,1812,1401,1475,Climate
Scary news coming out. #Fear #Alert #Samsung 214,fear,1051,1246,1476,Samsung
Is my data safe? #Privacy #Hack #Politics 958,fear,1446,468,1477,Politics
This feature is a game changer. #Innovation #Future #Tesla 713,happy,1732,1721,1478,Tesla
Best purchase ever. #Recommended #LoveIt #Tesla 523,angry,44,3742,1479,Tesla
I am worried about the future. #Uncertainty #Risk #Politics 800,fear,964,1307,1480,Politics
I love this update! #Amazing #Tech #Tesla 648,happy,1296,644,1481,Tesla
I hate this bug! #Broken #FixIt #Politics 925,angry,398,919,1482,Politics
Just checking in. #Update #News #Tesla 354,neutral,35,3953,1483,Tesla
Scary news coming out. #Fear #Alert #Crypto 35,fear,628,1781,1484,Crypto
What do you think? #Question #Poll #Samsung 378,neutral,1049,1427,1485,Samsung
Worst experience ever. #Scam #Refund #Apple 525,angry,42,2943,1486,Apple
Best purchase ever. #Recommended #LoveIt #Crypto 704,angry,27,1420,1487,Crypto
What do you think? #Question #Poll #Samsung 149,neutral,338,1423,1488,Samsung
Worst experience ever. #Scam #Refund #Politics 994,angry,4,3123,1489,Politics
This feature is a game changer. #Innovation #Future #Politics 713,happy,982,1356,1490,Politics
I love this update! #Amazing #Tech #Apple 694,happy,1281,1901,1491,Apple
What do you think? #Question #Poll #Crypto 110,neutral,38,1997,1492,Crypto
Is my data safe? #Privacy #Hack #Crypto 959,fear,427,250,1493,Crypto
I am worried about the future. #Uncertainty #Risk #Samsung 812,fear,299,467,1494,Samsung
I am worried about the future. #Uncertainty #Risk #Crypto 518,fear,5,2650,1495,Crypto
I love this update! #Amazing #Tech #Samsung 907,happy,542,635,1496,Samsung
Just checking in. #Update #News #Politics 524,neutral,332,1944,1497,Politics
Scary news coming out. #Fear #Alert #Tesla 223,angry,22,1457,1498,Tesla
Best purchase ever. #Recommended #LoveIt #Apple 484,happy,40,4306,1499,Apple
Best purchase ever. #Recommended #LoveIt #Climate 179,happy,1415,368,1500,Climate
Finally some good news! #Winning #Happy #Samsung 529,angry,45,1828,1501,Samsung
Link in bio. #Link #Profile #Climate 832,neutral,1159,1964,1502,Climate
Is my data safe? #Privacy #Hack #Tesla 468,fear,1649,1867,1503,Tesla
I love this update! #Amazing #Tech #Apple 793,happy,17,2057,1504,Apple
Just checking in. #Update #News #Politics 554,neutral,3,4728,1505,Politics
Is my data safe? #Privacy #Hack #Tesla 997,angry,41,1640,1506,Tesla
Interesting article. #Read #Info #Politics 787,neutral,1540,258,1507,Politics
Link in bio. #Link #Profile #Samsung 533,neutral,12,4296,1508,Samsung
Interesting article. #Read #Info #Crypto 605,neutral,1863,177,1509,Crypto
This feature is a game changer. #Innovation #Future #Climate 957,happy,404,1049,1510,Climate
Link in bio. #Link #Profile #Samsung 443,neutral,385,374,1511,Samsung
Link in bio. #Link #Profile #Apple 522,neutral,1288,292,1512,Apple
Just checking in. #Update #News #Crypto 667,neutral,1996,881,1513,Crypto
Worst experience ever. #Scam #Refund #Tesla 466,angry,1260,392,1514,Tesla
Worst experience ever. #Scam #Refund #Samsung 905,angry,996,1152,1515,Samsung
Scary news coming out. #Fear #Alert #Apple 222,fear,46,2411,1516,Apple
Link in bio. #Link #Profile #Politics 385,angry,22,2588,1517,Politics
Finally some good news! #Winning #Happy #Climate 55,angry,42,4532,1518,Climate
Worst experience ever. #Scam #Refund #Climate 577,angry,17,1095,1519,Climate
Interesting article. #Read #Info #Crypto 725,neutral,1959,842,1520,Crypto
Just checking in. #Update #News #Apple 201,neutral,1931,128,1521,Apple
I love this update! #Amazing #Tech #Apple 253,happy,587,1719,1522,Apple
I am worried about the future. #Uncertainty #Risk #Climate 616,angry,33,2371,1523,Climate
I hate this bug! #Broken #FixIt #Crypto 114,angry,123,1631,1524,Crypto
I love this update! #Amazing #Tech #Tesla 186,happy,526,238,1525,Tesla
Link in bio. #Link #Profile #Samsung 248,neutral,497,943,1526,Samsung
Unacceptable behavior. #Boycott #Mad #Crypto 271,angry,19,4507,1527,Crypto
I hate this bug! #Broken #FixIt #Climate 604,angry,293,393,1528,Climate
Unacceptable behavior. #Boycott #Mad #Apple 48,angry,886,1521,1529,Apple
I am worried about the future. #Uncertainty #Risk #Crypto 210,angry,8,2554,1530,Crypto
Unacceptable behavior. #Boycott #Mad #Politics 830,angry,50,4430,1531,Politics
I love this update! #Amazing #Tech #Politics 86,angry,38,3749,1532,Politics
This is terrible service. #Fail #Angry #Samsung 822,angry,1840,1362,1533,Samsung
Link in bio. #Link #Profile #Samsung 893,neutral,11,4042,1534,Samsung
This feature is a game changer. #Innovation #Future #Samsung 449,happy,748,1190,1535,Samsung
I love this update! #Amazing #Tech #Apple 217,happy,431,1955,1536,Apple
Is my data safe? #Privacy #Hack #Politics 252,angry,2,4811,1537,Politics
Just checking in. #Update #News #Crypto 39,neutral,14,1459,1538,Crypto
I love this update! #Amazing #Tech #Apple 391,happy,7,3125,1539,Apple
Scary news coming out. #Fear #Alert #Apple 559,fear,828,1505,1540,Apple
I am worried about the future. #Uncertainty #Risk #Politics 124,fear,1239,101,1541,Politics
Link in bio. #Link #Profile #Samsung 111,neutral,1686,758,1542,Samsung
Unacceptable behavior. #Boycott #Mad #Samsung 596,angry,44,3547,1543,Samsung
Market is crashing! #Panic #Crash #Tesla 814,fear,1093,1306,1544,Tesla
This is terrible service. #Fail #Angry #Tesla 138,angry,19,1124,1545,Tesla
Unacceptable behavior. #Boycott #Mad #Crypto 563,angry,9,1395,1546,Crypto
Finally some good news! #Winning #Happy #Climate 113,happy,362,280,1547,Climate
I am worried about the future. #Uncertainty #Risk #Samsung 150,fear,662,1891,1548,Samsung
Best purchase ever. #Recommended #LoveIt #Politics 415,happy,20,1637,1549,Politics
Worst experience ever. #Scam #Refund #Crypto 615,angry,24,1779,1550,Crypto
What do you think? #Question #Poll #Politics 244,neutral,125,1766,1551,Politics
Best purchase ever. #Recommended #LoveIt #Politics 570,happy,44,2181,1552,Politics
Scary news coming out. #Fear #Alert #Samsung 624,fear,894,1287,1553,Samsung
Is my data safe? #Privacy #Hack #Samsung 846,fear,447,1616,1554,Samsung
I love this update! #Amazing #Tech #Tesla 625,angry,2,3191,1555,Tesla
Just checking in. #Update #News #Tesla 290,neutral,1543,766,1556,Tesla
Finally some good news! #Winning #Happy #Politics 852,happy,41,4546,1557,Politics
Just checking in. #Update #News #Crypto 467,neutral,23,3540,1558,Crypto
I hate this bug! #Broken #FixIt #Climate 369,angry,844,1801,1559,Climate
Just checking in. #Update #News #Politics 986,neutral,504,1889,1560,Politics
Finally some good news! #Winning #Happy #Politics 732,happy,1800,305,1561,Politics
Worst experience ever. #Scam #Refund #Samsung 665,angry,451,1189,1562,Samsung
Just checking in. #Update #News #Climate 286,neutral,1240,1411,1563,Climate
Unacceptable behavior. #Boycott #Mad #Apple 539,angry,1651,546,1564,Apple
I hate this bug! #Broken #FixIt #Samsung 951,angry,49,1353,1565,Samsung
What do you think? #Question #Poll #Apple 199,neutral,16,1450,1566,Apple
Unacceptable behavior. #Boycott #Mad #Politics 861,angry,382,1331,1567,Politics
What do you think? #Question #Poll #Politics 974,angry,30,1994,1568,Politics
I am worried about the future. #Uncertainty #Risk #Climate 586,fear,1435,1899,1569,Climate
This is terrible service. #Fail #Angry #Apple 274,angry,12,3579,1570,Apple
This feature is a game changer. #Innovation #Future #Climate 656,happy,196,1923,1571,Climate
This feature is a game changer. #Innovation #Future #Climate 795,angry,18,1969,1572,Climate
I hate this bug! #Broken #FixIt #Politics 859,angry,847,783,1573,Politics
Just checking in. #Update #News #Samsung 218,angry,47,4979,1574,Samsung
I am worried about the future. #Uncertainty #Risk #Crypto 344,angry,40,2519,1575,Crypto
Link in bio. #Link #Profile #Politics 392,neutral,1191,432,1576,Politics
Market is crashing! #Panic #Crash #Samsung 203,angry,45,1989,1577,Samsung
Just checking in. #Update #News #Samsung 373,angry,15,1087,1578,Samsung
I love this update! #Amazing #Tech #Apple 995,happy,3,3814,1579,Apple
Market is crashing! #Panic #Crash #Crypto 747,angry,5,4528,1580,Crypto
I am worried about the future. #Uncertainty #Risk #Climate 449,fear,1509,932,1581,Climate
What do you think? #Question #Poll #Crypto 583,neutral,545,682,1582,Crypto
This feature is a game changer. #Innovation #Future #Tesla 112,happy,6,3001,1583,Tesla
I am worried about the future. #Uncertainty #Risk #Tesla 469,angry,46,4066,1584,Tesla
Worst experience ever. #Scam #Refund #Climate 904,angry,401,641,1585,Climate
Link in bio. #Link #Profile #Climate 96,neutral,43,2220,1586,Climate
Finally some good news! #Winning #Happy #Tesla 295,happy,823,2000,1587,Tesla
I am worried about the future. #Uncertainty #Risk #Climate 126,fear,1799,1519,1588,Climate
I hate this bug! #Broken #FixIt #Tesla 616,angry,1979,1280,1589,Tesla
I am worried about the future. #Uncertainty #Risk #Apple 695,angry,29,2585,1590,Apple
Unacceptable behavior. #Boycott #Mad #Samsung 876,angry,1711,767,1591,Samsung
I love this update! #Amazing #Tech #Samsung 115,happy,1749,328,1592,Samsung
Unacceptable behavior. #Boycott #Mad #Climate 718,angry,411,1166,1593,Climate
